Id,Label,node type,gender,type
Kukuksei,Kukuksei,Rolle,genderneutral,
Zigeunerjunge,Zigeunerjunge,Rolle,männlich,
Zuschauer,Zuschauer,Rolle,männlich,Rolle
Findling,Findling,Rolle,genderneutral,
Hätschelkind,Hätschelkind,Rolle,genderneutral,
Unterdrücker,Unterdrücker,Rolle,männlich,
Pflegerin,Pflegerin,Rolle,weiblich,
Lamm,Lamm,Rolle,männlich,
Menschenkind,Menschenkind,Rolle,genderneutral,Rolle
Verbündeter,Verbündeter,Rolle,männlich,
Satansbrut,Satansbrut,Rolle,genderneutral,
Pharisäer,Pharisäer,Rolle,männlich,
Schößling,Schößling,Rolle,genderneutral,Rolle
Dummkopf,Dummkopf,Rolle,genderneutral,Rolle
Mama,Mama,Rolle,weiblich,Rolle
Papa,Papa,Rolle,männlich,Rolle
Dieb,Dieb,Rolle,männlich,Rolle
Anna Pawlowna Scherer,Anna Pawlowna Scherer,Figur,,
Kaiser,Kaiser,Figur,männlich,Rolle
Anatol,Anatol,Figur,,
Ippolit,Ippolit,Figur,,
Jungfern,Jungfern,Figur,weiblich,Rolle
Fürst Bolkonskis Tochter,Fürst Bolkonskis Tochter,Figur,,
Fürst Bolkonski,Fürst Bolkonski,Figur,,
Fürst Wasili,Fürst Wasili,Figur,,
Helene,Helene,Figur,weiblich,Rolle
Fürstin Bolkonskaja,Fürstin Bolkonskaja,Figur,,
Lisa,Lisa,Figur,,
Pierre,Pierre,Figur,,
Abbé Morio,Abbé Morio,Figur,,
Mortemart,Mortemart,Figur,,
Herzog von Enghien,Herzog von Enghien,Figur,,
Ippolits Schwester,Ippolits Schwester,Figur,,
Gesellschaft,Gesellschaft,Figur,genderneutral,Rolle
Andrej Bolkonski,Andrej Bolkonski,Figur,,
Fürstin Drubezkaja,Fürstin Drubezkaja,Figur,,
Ein Mensch,Ein Mensch,Figur,,
Anna Michailowna,Anna Michailowna,Figur,,
Napoleon,Napoleon,Figur,,Figur
Lakaien,Lakaien,Figur,,
Anna Pawlowna,Anna Pawlowna,Figur,,
Russische Damen,Russische Damen,Figur,,
Fürst Andrei,Fürst Andrei,Figur,,
Männer,Männer,Figur,männlich,Rolle
Ein männlich,Ein männlich,Figur,,
Damen,Damen,Figur,weiblich,Rolle
Dolochow,Dolochow,Figur,,
Engländer,Engländer,Figur,männlich,Rolle
Leibhusar,Leibhusar,Figur,,
Natalja,Natalja,Figur,,
Gräfin Rostow,Gräfin Rostow,Figur,,
Graf,Graf,Figur,männlich,Rolle
Marja Lwowna Karagina,Marja Lwowna Karagina,Figur,,
Gräfin Apraxina,Gräfin Apraxina,Figur,,
Graf Besuchow,Graf Besuchow,Figur,,
Hofdame,Hofdame,Rolle,weiblich,
Vertraute,Vertraute,Rolle,weiblich,
Kaiserinmutter,Kaiserinmutter,Rolle,weiblich,
Patientin,Patientin,Rolle,männlich,Rolle
Enthusiastin,Enthusiastin,Rolle,weiblich,
Geist,Geist,Rolle,genderneutral,Rolle
Sekretär,Sekretär,Rolle,männlich,Rolle
Baron,Baron,Rolle,männlich,Rolle
Subjekt,Subjekt,Rolle,genderneutral,Rolle
Gönnerin,Gönnerin,Rolle,weiblich,Rolle
Majestät,Majestät,Rolle,männlich,Rolle
König von Preußen,König von Preußen,Rolle,männlich,
Anette,Anette,Rolle,weiblich,
Abiturientin,Abiturientin,Rolle,weiblich,
Fürstin,Fürstin,Rolle,weiblich,Rolle
Annette,Annette,Rolle,weiblich,
Würdenträger,Würdenträger,Rolle,genderneutral,Rolle
Herzog,Herzog,Rolle,männlich,Rolle
Hoffräulein,Hoffräulein,Rolle,weiblich,
Schauspielerin,Schauspielerin,Rolle,weiblich,Rolle
Italiener,Italiener,Rolle,genderneutral,Rolle
Adjutant,Adjutant,Rolle,männlich,Figur
Erzähler,Erzähler,Rolle,männlich,Figur
Teuerster,Teuerster,Rolle,männlich,
Französin,Französin,Rolle,weiblich,
Diplomat,Diplomat,Rolle,männlich,Rolle
Freimaurer,Freimaurer,Rolle,männlich,
Kampfhahn,Kampfhahn,Rolle,männlich,
Flügeladjutant,Flügeladjutant,Rolle,weiblich,
Egoist,Egoist,Rolle,männlich,Rolle
Kranke,Kranke,Rolle,genderneutral,Figur
Ehegatte,Ehegatte,Rolle,männlich,
Plauderer,Plauderer,Rolle,männlich,
Kuragin,Kuragin,Rolle,männlich,
Offizier,Offizier,Rolle,männlich,Rolle
Spieler,Spieler,Rolle,männlich,Rolle
Raufbold,Raufbold,Rolle,männlich,
Seemännlich,Seemännlich,Rolle,männlich,
Berühmtheit,Berühmtheit,Rolle,genderneutral,Rolle
Kraftmensch,Kraftmensch,Rolle,genderneutral,
Sitzender,Sitzender,Rolle,männlich,
Betrunkener,Betrunkener,Rolle,männlich,Rolle
Fähnrich,Fähnrich,Rolle,männlich,
Gräfin,Gräfin,Rolle,weiblich,Rolle
Lebemännlich,Lebemännlich,Rolle,männlich,
Hexe Hargar,Hexe Hargar,Rolle,,
Hugo,Hugo,Rolle,,
ein Kobold,ein Kobold,Rolle,,
ein Geist,ein Geist,Rolle,,
Zara,Zara,Rolle,,
Roderigo,Roderigo,Rolle,,
Don Pedro,Don Pedro,Rolle,,
Gefolgsmännlich,Gefolgsmännlich,Rolle,,
das Publikum,das Publikum,Rolle,,
Amy,Amy,Figur,,
Annie Moffat,Annie Moffat,Figur,,
Belsham,Belsham,Figur,,
Beth,Beth,Figur,,
die Marchs,die Marchs,Figur,,
ein Baby,ein Baby,Figur,,
ein Freund,ein Freund,Figur,,Figur
ein Jugendlicher,ein Jugendlicher,Figur,,
ein Junge,ein Junge,Figur,,Figur
eine Familie,eine Familie,Figur,,
eine weiblich,eine weiblich,Figur,,Figur
eine Person,eine Person,Figur,,
eine Putzweiblich,eine Putzweiblich,Figur,,
Florence Mutter,Florence Mutter,Figur,,
Hannah,Hannah,Figur,,
Jo,Jo,Figur,,
Jungs,Jungs,Figur,,
Laurie,Laurie,Figur,,
Maria Parks,Maria Parks,Figur,,
Meg,Meg,Figur,,
Mr. Cutter,Mr. Cutter,Figur,,
Mr. Davis,Mr. Davis,Figur,,
Mr. Gardiner,Mr. Gardiner,Figur,,
Mr. Laurence,Mr. Laurence,Figur,,
Mr. March,Mr. March,Figur,,
Mrs. Gardiner,Mrs. Gardiner,Figur,,
Mrs. March,Mrs. March,Figur,,
Onkel March,Onkel March,Figur,,
Petrea,Petrea,Figur,,
Schwestern March,Schwestern March,Figur,,
Sohn der Familie King,Sohn der Familie King,Figur,,
Susie Perkins,Susie Perkins,Figur,,
Tante March,Tante March,Figur,,
Tochter von Mrs. Gardiner,Tochter von Mrs. Gardiner,Figur,,
eine arme weiblich,eine arme weiblich,Figur,,
sechs arme Kinder,sechs arme Kinder,Figur,,
Sallie,Sallie,Figur,,
Florence,Florence,Figur,,
Grace,Grace,Figur,,
Ellen,Ellen,Figur,,
Bücherwurm,Bücherwurm,Rolle,genderneutral,
Völkchen,Völkchen,Rolle,genderneutral,
Hosenmatz,Hosenmatz,Rolle,genderneutral,
Friedensstifterin,Friedensstifterin,Rolle,weiblich,
Josephine,Josephine,Rolle,weiblich,
junge Dame,junge Dame,Rolle,weiblich,
Miss March,Miss March,Rolle,weiblich,
kein Junge,kein Junge,Rolle,genderneutral,
Wildfang,Wildfang,Rolle,genderneutral,Rolle
Schätzchen,Schätzchen,Rolle,genderneutral,Rolle
Maus,Maus,Rolle,genderneutral,
Margaret,Margaret,Rolle,weiblich,
Älteste,Älteste,Rolle,weiblich,Figur
Hengstfohlen,Hengstfohlen,Rolle,männlich,
Jüngste,Jüngste,Rolle,männlich,Rolle
Schneejungweiblich,Schneejungweiblich,Rolle,weiblich,
Mami,Mami,Rolle,weiblich,
Liebes,Liebes,Rolle,genderneutral,
Shakespeare,Shakespeare,Rolle,männlich,Figur
Lieben,Lieben,Rolle,genderneutral,
Baby,Baby,Rolle,genderneutral,
Kaplan,Kaplan,Rolle,männlich,
Trommler,Trommler,Rolle,männlich,
Trompeter,Trompeter,Rolle,männlich,Rolle
Krankenschwester,Krankenschwester,Rolle,weiblich,
Schreiber,Schreiber,Rolle,männlich,Rolle
Pilger,Pilger,Rolle,genderneutral,
Sängerin,Sängerin,Rolle,weiblich,Rolle
Lerche,Lerche,Rolle,genderneutral,
Dienstmagd,Dienstmagd,Rolle,weiblich,
Beste,Beste,Rolle,männlich,Rolle
Arme,Arme,Rolle,weiblich,Figur
Vögel,Vögel,Rolle,genderneutral,
Engelkind,Engelkind,Rolle,genderneutral,
Wirbelwind,Wirbelwind,Rolle,genderneutral,
Großvater,Großvater,Rolle,männlich,Rolle
alter Herr,alter Herr,Rolle,männlich,
Enkel,Enkel,Rolle,genderneutral,Rolle
Gentleman,Gentleman,Rolle,männlich,Rolle
Miss,Miss,Rolle,weiblich,
Kammerzofe,Kammerzofe,Rolle,weiblich,Rolle
Friseuse,Friseuse,Rolle,weiblich,
alte Dame,alte Dame,Rolle,weiblich,
Hengst,Hengst,Rolle,männlich,
Träger,Träger,Rolle,männlich,Rolle
Jugendlicher,Jugendlicher,Rolle,männlich,
Opa,Opa,Rolle,männlich,
Theodore,Theodore,Rolle,männlich,
Dora,Dora,Rolle,weiblich,Rolle
Bekannte,Bekannte,Rolle,genderneutral,Figur
Partner,Partner,Rolle,männlich,Rolle
Tollpatsch,Tollpatsch,Rolle,genderneutral,
Katze,Katze,Rolle,genderneutral,Rolle
Grashüpfer,Grashüpfer,Rolle,genderneutral,
Schlafmütze,Schlafmütze,Rolle,genderneutral,
Nervensäge,Nervensäge,Rolle,genderneutral,
Spitzbübin,Spitzbübin,Rolle,weiblich,
Schurken,Schurken,Rolle,männlich,Rolle
Gesellschafterin,Gesellschafterin,Rolle,weiblich,Rolle
Biene,Biene,Rolle,genderneutral,
Heimchen,Heimchen,Rolle,genderneutral,
Raffael,Raffael,Rolle,männlich,
Beraterin,Beraterin,Rolle,weiblich,
Tantchen,Tantchen,Rolle,weiblich,
Schlosshund,Schlosshund,Rolle,genderneutral,
Fischhändler,Fischhändler,Rolle,männlich,
Arbeiter,Arbeiter,Figur,männlich,Figur
Celia Brooke,Celia Brooke,Figur,,
der Onkel,der Onkel,Figur,,
Dorothea Brooke,Dorothea Brooke,Figur,,
Edward Casaubon,Edward Casaubon,Figur,,
ein Arbeiter,ein Arbeiter,Figur,,Figur
ein Baronet,ein Baronet,Figur,,
ein Sänger,ein Sänger,Figur,,Figur
ein Verbrecher,ein Verbrecher,Figur,,
Ein Vorfahr,Ein Vorfahr,Figur,,
Heilige Therese,Heilige Therese,Figur,,
Herr Liret,Herr Liret,Figur,,
junge Mädchen,junge Mädchen,Figur,,
Madame Poinçon,Madame Poinçon,Figur,,
Nachbarskinder,Nachbarskinder,Figur,genderneutral,Rolle
Pumpkin,Pumpkin,Figur,,
Romilly,Romilly,Figur,,
Schwestern Brooke,Schwestern Brooke,Figur,,
Sir James Chettam,Sir James Chettam,Figur,,
Therese Bruder,Therese Bruder,Figur,,
Wilbersorce,Wilbersorce,Figur,,
Therese,Therese,Figur,weiblich,Rolle
Thereses Bruder,Thereses Bruder,Figur,,
Thereses Onkel,Thereses Onkel,Figur,,
Herr Brooke,Herr Brooke,Figur,,
weiblich Cadwallader,weiblich Cadwallader,Figur,,
Herr Cadwallader,Herr Cadwallader,Figur,,
weiblich Brook,weiblich Brook,Figur,,
Wordsworth,Wordsworth,Figur,,
Davy,Davy,Figur,,
Wilberforce,Wilberforce,Figur,,
John,John,Figur,,
Bunch,Bunch,Figur,,
Oheim,Oheim,Rolle,männlich,Rolle
Schönheit,Schönheit,Rolle,genderneutral,
Lady,Lady,Rolle,weiblich,
Vormund,Vormund,Rolle,männlich,Rolle
Gegner,Gegner,Rolle,männlich,Rolle
Bewerber,Bewerber,Rolle,männlich,
Baronet,Baronet,Rolle,männlich,
Ehrwürdiger,Ehrwürdiger,Rolle,männlich,
Kitty,Kitty,Rolle,weiblich,
Architektin,Architektin,Rolle,weiblich,
Poet,Poet,Rolle,männlich,Rolle
Gelehrter,Gelehrter,Rolle,männlich,Figur
Repräsentant,Repräsentant,Rolle,männlich,Rolle
Gutsleute,Gutsleute,Rolle,genderneutral,
Protestant,Protestant,Rolle,männlich,
Denker,Denker,Rolle,männlich,
Unabhängige,Unabhängige,Rolle,genderneutral,
Bewunderer,Bewunderer,Rolle,männlich,
Reiterin,Reiterin,Rolle,weiblich,
Erzengel,Erzengel,Rolle,genderneutral,
Provinzialgeistlicher,Provinzialgeistlicher,Rolle,männlich,
Zuhörer,Zuhörer,Rolle,männlich,Rolle
Wirth,Wirth,Rolle,männlich,
Grieche,Grieche,Rolle,männlich,Rolle
Gutsbesitzer,Gutsbesitzer,Rolle,männlich,
Archivar,Archivar,Rolle,männlich,
Jugend,Jugend,Rolle,genderneutral,Rolle
Reiter,Reiter,Rolle,männlich,Rolle
Reitknecht,Reitknecht,Rolle,männlich,Rolle
Genie,Genie,Rolle,genderneutral,Rolle
Schwager,Schwager,Rolle,männlich,Rolle
Gegnerin,Gegnerin,Rolle,weiblich,Rolle
Mitglied,Mitglied,Rolle,genderneutral,Rolle
Schwägerin,Schwägerin,Rolle,weiblich,Rolle
Treulose,Treulose,Rolle,weiblich,
Lämmerdieb,Lämmerdieb,Rolle,männlich,
Junggeselle,Junggeselle,Rolle,männlich,Rolle
Partie,Partie,Rolle,genderneutral,
Besitzerin,Besitzerin,Rolle,weiblich,
Neuling,Neuling,Rolle,genderneutral,
Novize,Novize,Rolle,genderneutral,
Adelaida Iwanowna Karamasow,Adelaida Iwanowna Karamasow,Figur,,
Alexej,Alexej,Figur,,
Aljoscha,Aljoscha,Figur,,
Besucher,Besucher,Figur,genderneutral,Rolle
Dmitri,Dmitri,Figur,,
Dmitri Fjodorowitschs Großmutter,Dmitri Fjodorowitschs Großmutter,Figur,,
Dulder,Dulder,Figur,,
ein Jude,ein Jude,Figur,,Figur
ein Mönch,ein Mönch,Figur,,Figur
einer von zwei Mönchen,einer von zwei Mönchen,Figur,,
Fachleute,Fachleute,Figur,,
Familie,Familie,Figur,genderneutral,Rolle
Fjordor Pawlowitsch Karamasow,Fjordor Pawlowitsch Karamasow,Figur,,
weiblich Chochlakowa,weiblich Chochlakowa,Figur,,
weiblich Chochlakowas Tochter,weiblich Chochlakowas Tochter,Figur,,
weiblich Muissow,weiblich Muissow,Figur,,
Freund Jefim Petrowitschs,Freund Jefim Petrowitschs,Figur,,
General,General,Figur,männlich,Rolle
General Worochow,General Worochow,Figur,,
General Worochows weiblich,General Worochows weiblich,Figur,,
Grigori,Grigori,Figur,,
Herr Naprawnik,Herr Naprawnik,Figur,,
Isprawnik,Isprawnik,Figur,,
Iwan,Iwan,Figur,,
Jefim Petrowitsch,Jefim Petrowitsch,Figur,,
Jefim Petrowitschs weiblich,Jefim Petrowitschs weiblich,Figur,,
Jugendliche,Jugendliche,Figur,,Figur
Kinderweiblich,Kinderweiblich,Figur,,
Köpfe,Köpfe,Figur,genderneutral,Rolle
Maximow,Maximow,Figur,,
Miussow,Miussow,Figur,,
Mönch,Mönch,Figur,männlich,Rolle
Moskauer Dame,Moskauer Dame,Figur,,
Narren,Narren,Figur,genderneutral,Rolle
Oberster Patriarch,Oberster Patriarch,Figur,,
Pädagoge,Pädagoge,Figur,,
Paissi Welitschkowskia,Paissi Welitschkowskia,Figur,,
Persöhnlichkeiten,Persöhnlichkeiten,Figur,,
Piotr Alexandrowitsch Miussow,Piotr Alexandrowitsch Miussow,Figur,,
Piotr Fomitsch Kalganow,Piotr Fomitsch Kalganow,Figur,,
Pjotr Alexandrowitsch Miussow,Pjotr Alexandrowitsch Miussow,Figur,,
Pjotr Fomitsch Kalganow,Pjotr Fomitsch Kalganow,Figur,,
Publikum,Publikum,Figur,genderneutral,Rolle
Rakitin,Rakitin,Figur,,
Russe,Russe,Figur,,
Schwindler,Schwindler,Figur,,
Seminarist,Seminarist,Figur,,
Sofja Iwanowna,Sofja Iwanowna,Figur,,
Sossima,Sossima,Figur,,
Starez,Starez,Figur,,
Tochter der Moskauer Dame,Tochter der Moskauer Dame,Figur,,
Tochter von weiblich Chochlakowa,Tochter von weiblich Chochlakowa,Figur,,
Vater Paissi,Vater Paissi,Figur,,
Vater von Sofja,Vater von Sofja,Figur,,
Verwandtschaft,Verwandtschaft,Figur,genderneutral,Rolle
Warsonofi,Warsonofi,Figur,,
Adelsmarschall,Adelsmarschall,Rolle,männlich,
Aljoschka,Aljoschka,Rolle,männlich,
Alte,Alte,Rolle,männlich,Rolle
alte weiblich,alte weiblich,Rolle,weiblich,Figur
Anhänger,Anhänger,Rolle,männlich,Rolle
Ärmste,Ärmste,Rolle,männlich,Rolle
Atheist,Atheist,Rolle,männlich,
Bewahrer,Bewahrer,Rolle,männlich,
Bezirkshauptmännlich,Bezirkshauptmännlich,Rolle,männlich,
Bibliothekar,Bibliothekar,Rolle,männlich,
Braut,Braut,Rolle,weiblich,Rolle
Diakon,Diakon,Rolle,männlich,
Dreckskerl,Dreckskerl,Rolle,männlich,
Eheleute,Eheleute,Rolle,genderneutral,
Ehemännlich,Ehemännlich,Rolle,männlich,
Ehrwürden,Ehrwürden,Rolle,männlich,
Entflohene,Entflohene,Rolle,weiblich,
Erstgeborener,Erstgeborener,Rolle,männlich,
Erzeuger,Erzeuger,Rolle,männlich,Rolle
Freidenker,Freidenker,Rolle,männlich,
Generalin,Generalin,Rolle,weiblich,
Glaubensheld,Glaubensheld,Rolle,männlich,
Großmutter,Großmutter,Rolle,weiblich,Rolle
Grübler,Grübler,Rolle,männlich,
Gutsbesitzerin,Gutsbesitzerin,Rolle,weiblich,
Hauperbe,Hauperbe,Rolle,männlich,
Heiliger,Heiliger,Rolle,männlich,Rolle
heiliger Vater,heiliger Vater,Rolle,männlich,
Held,Held,Rolle,männlich,Rolle
Irrer,Irrer,Rolle,männlich,
Jammerlappen,Jammerlappen,Rolle,männlich,
Jude,Jude,Rolle,männlich,Figur
junge weiblich,junge weiblich,Rolle,weiblich,Figur
Jungendliche,Jungendliche,Rolle,weiblich,
Kapellmeister,Kapellmeister,Rolle,männlich,Rolle
kein Fanatiker,kein Fanatiker,Rolle,männlich,
kein König,kein König,Rolle,männlich,
kein Mystiker,kein Mystiker,Rolle,männlich,
Kirchenfürst,Kirchenfürst,Rolle,männlich,
Kostgänger,Kostgänger,Rolle,männlich,
Kostgängerin,Kostgängerin,Rolle,weiblich,
Lehrer,Lehrer,Rolle,männlich,Rolle
Menschlein,Menschlein,Rolle,genderneutral,Rolle
Mitja,Mitja,Rolle,männlich,
Naprawnik,Naprawnik,Rolle,männlich,
Oberleutnant,Oberleutnant,Rolle,männlich,Rolle
Pägagoge,Pägagoge,Rolle,männlich,
Pariser,Pariser,Rolle,männlich,
Peinigerin,Peinigerin,Rolle,weiblich,
Persönlichkeit,Persönlichkeit,Rolle,genderneutral,Rolle
Petruscha,Petruscha,Rolle,männlich,
Pflegetochter,Pflegetochter,Rolle,weiblich,
Possenreißer,Possenreißer,Rolle,männlich,Rolle
Priestermönch,Priestermönch,Rolle,männlich,
Prozessierende,Prozessierende,Rolle,genderneutral,
Querkopf,Querkopf,Rolle,genderneutral,
Realist,Realist,Rolle,männlich,
Säufer,Säufer,Rolle,männlich,
Schiedsrichter,Schiedsrichter,Rolle,männlich,Rolle
Schreierin,Schreierin,Rolle,weiblich,
Seelchen,Seelchen,Rolle,genderneutral,
Staatsbürger,Staatsbürger,Rolle,männlich,Rolle
Streitende,Streitende,Rolle,genderneutral,Rolle
Trinker,Trinker,Rolle,männlich,
Typ,Typ,Rolle,männlich,
Verfasser,Verfasser,Rolle,männlich,Rolle
Verstorbene,Verstorbene,Rolle,weiblich,Rolle
Verwandter,Verwandter,Rolle,männlich,Rolle
Vorkämpfer,Vorkämpfer,Rolle,männlich,
Wohltäterin,Wohltäterin,Rolle,weiblich,
Zehnjähriger,Zehnjähriger,Rolle,männlich,
Mutter des Grafen Muffat,Mutter des Grafen Muffat,Figur,,
Foucarmont,Foucarmont,Figur,,
Herr Venot,Herr Venot,Figur,,
dritter Herr,dritter Herr,Figur,,Figur
Léonide de Chezelles,Léonide de Chezelles,Figur,,
Estelle,Estelle,Figur,,
Gräfin Sabine,Gräfin Sabine,Figur,,
Marquis de Chouard,Marquis de Chouard,Figur,,
Madame Maloir,Madame Maloir,Figur,,
Madame Lerat,Madame Lerat,Figur,,
Francis,Francis,Figur,,
Die Tricon,Die Tricon,Figur,,
Nanas Sohn,Nanas Sohn,Figur,,
Ein Kohlenhändler,Ein Kohlenhändler,Figur,,
Herr Paul,Herr Paul,Figur,,
Der Mulatte,Der Mulatte,Figur,,
Zoe,Zoe,Figur,,
Ein Handelsherr,Ein Handelsherr,Figur,,
Rotte Männer,Rotte Männer,Figur,,
Ein Student,Ein Student,Figur,,
Ein Bürochef,Ein Bürochef,Figur,,
Madame Robert,Madame Robert,Figur,,
Satin,Satin,Figur,,
Graf Muffat,Graf Muffat,Figur,,
zwei Männer,zwei Männer,Figur,,
ein männlich,ein männlich,Figur,,Figur
Backfisch,Backfisch,Figur,genderneutral,Rolle
einige Herren,einige Herren,Figur,,
Bruder Studio,Bruder Studio,Figur,,
Fontan,Fontan,Figur,,
Chorsänger,Chorsänger,Figur,,
Bosc,Bosc,Figur,,
Prulière,Prulière,Figur,,
Clarisse Besnus,Clarisse Besnus,Figur,,
Die Zuschauer,Die Zuschauer,Figur,,
Labordette,Labordette,Figur,,
Gräfin Muffat,Gräfin Muffat,Figur,,
Nachbarin des dritten Kritikers,Nachbarin des dritten Kritikers,Figur,,
dritter Kritiker,dritter Kritiker,Figur,,
Lucy Steward,Lucy Steward,Figur,,
Bordenave,Bordenave,Figur,,
Gruppe weiblichen,Gruppe weiblichen,Figur,,
Bankier Steiner,Bankier Steiner,Figur,,
Hector de la Faloise,Hector de la Faloise,Figur,,
Graf Xavier de Vandeuvres,Graf Xavier de Vandeuvres,Figur,,
Monsieur Mignon,Monsieur Mignon,Figur,,
ein Kritiker,ein Kritiker,Figur,,
Ein Herr,Ein Herr,Figur,,
Gagas Tochter,Gagas Tochter,Figur,,
junger Mensch,junger Mensch,Figur,,
Rose Mignon,Rose Mignon,Figur,,
Gaga,Gaga,Figur,,
Daguenet,Daguenet,Figur,,
Mutter Héquet,Mutter Héquet,Figur,,
Blanche de Sivry,Blanche de Sivry,Figur,,
Herr Fauchery,Herr Fauchery,Figur,,
Caroline Héquet,Caroline Héquet,Figur,,
Gruppe Menschen,Gruppe Menschen,Figur,,
zweiter Herr,zweiter Herr,Figur,,Figur
zweite Dame,zweite Dame,Figur,,
Nana,Nana,Figur,,
zweiter Kritiker,zweiter Kritiker,Figur,,
Eine Dame,Eine Dame,Figur,,Figur
Venus,Venus,Rolle,weiblich,
Direktor,Direktor,Rolle,männlich,Rolle
Bagnoaufseher,Bagnoaufseher,Rolle,männlich,
Provinzler,Provinzler,Rolle,männlich,
Krähe,Krähe,Rolle,genderneutral,
Komödiantin,Komödiantin,Rolle,weiblich,
Klotz,Klotz,Rolle,genderneutral,
Weibsbild,Weibsbild,Rolle,weiblich,Rolle
Stern,Stern,Rolle,genderneutral,
Künstlerin,Künstlerin,Rolle,weiblich,Rolle
Weibse,Weibse,Rolle,weiblich,
Mädel,Mädel,Rolle,weiblich,Rolle
Jahrmarktherkules,Jahrmarktherkules,Rolle,männlich,
Bankier,Bankier,Rolle,männlich,Rolle
Debütantin,Debütantin,Rolle,weiblich,
Dämchen,Dämchen,Rolle,männlich,
Schwede,Schwede,Rolle,männlich,
Liebster,Liebster,Rolle,männlich,Rolle
Blondine,Blondine,Rolle,weiblich,Rolle
Schwiegervater,Schwiegervater,Rolle,männlich,Rolle
Kammerherr,Kammerherr,Rolle,männlich,
Staatsrat,Staatsrat,Rolle,genderneutral,Rolle
Weiberchen,Weiberchen,Rolle,weiblich,
Iris,Iris,Rolle,weiblich,
Diana,Diana,Rolle,weiblich,
Gassenjunge,Gassenjunge,Rolle,männlich,
Mars,Mars,Rolle,männlich,
Jupiter,Jupiter,Rolle,männlich,
Vulkan,Vulkan,Rolle,männlich,
Dorfschmied,Dorfschmied,Rolle,männlich,
Journalist,Journalist,Rolle,männlich,
König Dagobert,König Dagobert,Rolle,männlich,
Kriegsgott,Kriegsgott,Rolle,männlich,
Dandy,Dandy,Rolle,männlich,
Hökerweib,Hökerweib,Rolle,weiblich,
Püppchen,Püppchen,Rolle,genderneutral,Rolle
Pächtersweiblich,Pächtersweiblich,Rolle,weiblich,
Feuilletonist,Feuilletonist,Rolle,männlich,
Herrchen,Herrchen,Rolle,männlich,Rolle
Kellner,Kellner,Rolle,männlich,Figur
Straßendirn,Straßendirn,Rolle,weiblich,
Steinerchen,Steinerchen,Rolle,männlich,
Vampir,Vampir,Rolle,genderneutral,
Göttin,Göttin,Rolle,weiblich,
Rivalin,Rivalin,Rolle,weiblich,
Siegerin,Siegerin,Rolle,weiblich,
Dickschädel,Dickschädel,Rolle,genderneutral,
Zofe,Zofe,Rolle,weiblich,
Brünette,Brünette,Rolle,weiblich,Rolle
Mimi,Mimi,Rolle,männlich,
Herzbube,Herzbube,Rolle,männlich,
Maurer,Maurer,Rolle,männlich,
Prinz,Prinz,Rolle,männlich,Rolle
Anstandsdame,Anstandsdame,Rolle,weiblich,
Dienstmädchen,Dienstmädchen,Rolle,weiblich,Figur
Kauz,Kauz,Rolle,männlich,Rolle
Bescheidene,Bescheidene,Rolle,weiblich,
Marquis,Marquis,Rolle,männlich,
Herrschaft,Herrschaft,Rolle,männlich,
Gauner,Gauner,Rolle,männlich,Rolle
Halunke,Halunke,Rolle,männlich,Rolle
Bübchen,Bübchen,Rolle,männlich,
Pinsel,Pinsel,Rolle,genderneutral,
Coiffeur,Coiffeur,Rolle,männlich,
Weltmännlich,Weltmännlich,Rolle,männlich,
Friseur,Friseur,Rolle,männlich,Rolle
Architekt,Architekt,Rolle,männlich,
Mieter,Mieter,Rolle,männlich,Rolle
Vermieter,Vermieter,Rolle,männlich,
Betreffender,Betreffender,Rolle,männlich,
Conciergeleute,Conciergeleute,Rolle,genderneutral,
Figur,Figur,Rolle,genderneutral,Rolle
Neapolitanerin,Neapolitanerin,Rolle,weiblich,
feine Leute,feine Leute,Rolle,genderneutral,
Notar,Notar,Rolle,männlich,Rolle
Appellationsgerichtsrat,Appellationsgerichtsrat,Rolle,männlich,
Nachbarn,Nachbarn,Rolle,männlich,Rolle
Kassirer,Kassirer,Rolle,männlich,
Angestelltenehepaar,Angestelltenehepaar,Rolle,genderneutral,
Künstler,Künstler,Rolle,männlich,Rolle
Schmutzliese,Schmutzliese,Rolle,weiblich,
Diözesanarchitekt,Diözesanarchitekt,Rolle,männlich,
Regierungsbaumeister,Regierungsbaumeister,Rolle,männlich,
